gene_id,gene_symbol,chromosome,start,end,exon_length_bp
ENSMUSG00000075148,Or5w17,chr2,87583400,87584335,936
ENSMUSG00000075149,Or5w15,chr2,87567091,87570322,2547
ENSMUSG00000075150,Or5w14,chr2,87539217,87543523,4006
ENSMUSG00000075151,Or5w13,chr2,87523225,87524291,1067
ENSMUSG00000075153,Or5w12,chr2,87500179,87504008,3581
ENSMUSG00000075155,Or5w1b,chr2,87475524,87477718,1935
ENSMUSG00000075156,Or5w10,chr2,87374951,87375886,936
ENSMUSG00000075158,Or5as1,chr2,86979525,86982968,4192
ENSMUSG00000075159,Or5aq1,chr2,86964017,86970644,4098
ENSMUSG00000075160,Or5aq7,chr2,86934922,86944911,13103
ENSMUSG00000075161,Or5aq6,chr2,86921539,86926352,5806
ENSMUSG00000075163,Or5aq1b,chr2,86899015,86906161,5497
ENSMUSG00000075164,Or5j1,chr2,86877155,86882617,6082
ENSMUSG00000075165,Or5be3,chr2,86861604,86866875,3951
ENSMUSG00000075166,Or8i2,chr2,86851047,86857424,6423
ENSMUSG00000075167,Or5t16,chr2,86816635,86821565,4168
ENSMUSG00000075168,Or8h9,chr2,86785470,86791037,5898
ENSMUSG00000075169,Or8h8,chr2,86751293,86754889,3833
ENSMUSG00000075170,Or8h7,chr2,86717117,86722560,9135
ENSMUSG00000075171,Or5t15,chr2,86681114,86682040,927
ENSMUSG00000075172,Or8k40,chr2,86583068,86589337,5099
ENSMUSG00000075174,Or8k3b,chr2,86517579,86528739,4803
ENSMUSG00000075175,Or5t7,chr2,86506562,86510436,2086
ENSMUSG00000075176,Or8k38,chr2,86484009,86492363,11275
ENSMUSG00000075179,Or8k32,chr2,86367293,86372824,5172
ENSMUSG00000075181,Or8k28,chr2,86285672,86286613,942
ENSMUSG00000075185,Or8k25,chr2,86243453,86244394,942
ENSMUSG00000075186,Or8k24,chr2,86215104,86218905,2661
ENSMUSG00000075187,Or8j3b,chr2,86202905,86208737,4197
ENSMUSG00000075188,Or8k23,chr2,86184742,86192813,3292
ENSMUSG00000075189,Or8k53,chr2,86176968,86180628,3565
ENSMUSG00000075190,Or8k22,chr2,86162479,86165777,2349
ENSMUSG00000075192,Or8k21,chr2,86144687,86145628,942
ENSMUSG00000075193,Or8k20,chr2,86104158,86109432,9395
ENSMUSG00000075194,Or8k18,chr2,86084701,86088672,2424
ENSMUSG00000075195,Or8k17,chr2,86064295,86070633,3944
ENSMUSG00000075196,Or8k3,chr2,86056911,86061745,3410
ENSMUSG00000075197,Or8k1,chr2,86045331,86049658,3721
ENSMUSG00000075198,Or8j3,chr2,86026254,86033353,3908
ENSMUSG00000075199,Or8u8,chr2,86009756,86016027,3711
ENSMUSG00000075200,Or8u9,chr2,85998933,86008164,4211
ENSMUSG00000075201,Or5al7,chr2,85992234,85997866,6222
ENSMUSG00000075202,Or5al1,chr2,85987087,85992182,9215
ENSMUSG00000075203,Or5al6,chr2,85976135,85977076,942
ENSMUSG00000075204,Or5al5,chr2,85958339,85966272,9051
ENSMUSG00000075205,Or8u10,chr2,85915015,85917729,5852
ENSMUSG00000075206,Or5m12,chr2,85734413,85735396,984
ENSMUSG00000075208,Or5ar1,chr2,85669965,85675827,3964
ENSMUSG00000075209,Or9g20,chr2,85627962,85632888,6366
ENSMUSG00000075210,Or9g3,chr2,85587697,85593110,7127
ENSMUSG00000075211,Or9g4,chr2,85504001,85509111,3139
ENSMUSG00000075212,Or5g26,chr2,85493721,85494799,1079
ENSMUSG00000075214,Or5g25,chr2,85476401,85481048,3252
ENSMUSG00000075215,Or5g23,chr2,85437381,85442247,4888
ENSMUSG00000075217,Fads2b,chr2,85313938,85349400,2304
ENSMUSG00000075218,Or5ak25,chr2,85267872,85273983,2819
ENSMUSG00000075219,Or5ak24,chr2,85259724,85266795,4053
ENSMUSG00000075220,Or5ak23,chr2,85244277,85245221,945
ENSMUSG00000075221,Or5ak22,chr2,85229168,85239813,5335
ENSMUSG00000075222,Or5ak20,chr2,85182772,85193571,4853
ENSMUSG00000075223,Or5ak4,chr2,85161123,85169659,3946
ENSMUSG00000075224,Lrrc55,chr2,84992678,85027541,11405
ENSMUSG00000075225,Ccdc162,chr10,41414842,41592630,9070
ENSMUSG00000075227,Znhit2,chr19,6111222,6112502,1281
ENSMUSG00000075229,Mix23,chr16,35891979,35934511,15705
ENSMUSG00000075232,Amd1,chr10,40162797,40178185,31143
ENSMUSG00000075249,Fsip2,chr2,82773978,82839281,21116
ENSMUSG00000075254,Heg1,chr16,33504740,33591946,49453
ENSMUSG00000075256,Cerkl,chr2,79159520,79287129,4705
ENSMUSG00000075266,Cenpw,chr10,29991517,30076563,9227
ENSMUSG00000075267,Pjvk,chr2,76478820,76488900,1227
ENSMUSG00000075269,Bex6,chr16,31998641,32005790,2693
ENSMUSG00000075270,Pde11a,chr2,75816154,76169438,39263
ENSMUSG00000075271,Ift70a1,chr2,75808591,75812311,3721
ENSMUSG00000075272,Ift70a2,chr2,75806084,75808514,2431
ENSMUSG00000075273,Ift70b,chr2,75766193,75768929,2737
ENSMUSG00000075284,Wipf1,chr2,73259954,73360080,33003
ENSMUSG00000075289,Carns1,chr19,4214321,4225512,3968
ENSMUSG00000075296,Aldh3b2,chr19,4022323,4031647,2148
ENSMUSG00000075297,H60b,chr10,22034345,22165826,9311
ENSMUSG00000075302,Erich2,chr2,70339163,70371228,3408
ENSMUSG00000075304,Sp5,chr2,70305267,70308073,4028
ENSMUSG00000075307,Klhl41,chr2,69500462,69515137,3092
ENSMUSG00000075316,Scn9a,chr2,66310424,66465306,29460
ENSMUSG00000075318,Scn2a,chr2,65451102,65597795,44772
ENSMUSG00000075324,Fign,chr2,63801851,63928382,9734
ENSMUSG00000075327,Zbtb2,chr10,4317075,4338108,9385
ENSMUSG00000075330,A930003A15Rik,chr16,19695317,19703035,2168
ENSMUSG00000075334,Rprm,chr2,53974105,53975564,1460
ENSMUSG00000075370,Igll1,chr16,16678535,16681849,870
ENSMUSG00000075376,Rc3h2,chr2,37258909,37313172,65133
ENSMUSG00000075377,Or1b1,chr2,36991718,37007922,6223
ENSMUSG00000075378,Or12k8,chr2,36973748,36979302,6400
ENSMUSG00000075379,Or12k5,chr2,36892175,36899347,6021
ENSMUSG00000075380,Or1l8,chr2,36815202,36818909,4543
ENSMUSG00000075382,Or1n1b,chr2,36777305,36782948,8705
ENSMUSG00000075383,Or1n1,chr2,36747551,36752672,7215
ENSMUSG00000075384,Or1j1,chr2,36701504,36707044,2960
ENSMUSG00000075387,Or1j13,chr2,36363733,36372480,7576
ENSMUSG00000075394,Hoxc4,chr15,102927366,102945278,4104
ENSMUSG00000075402,Krt76,chr15,101792786,101801355,2312
ENSMUSG00000075408,Smim41,chr15,101191083,101195307,1947
ENSMUSG00000075410,Prcd,chr11,116544360,116559221,2029
ENSMUSG00000075415,Fnbp1,chr2,30916211,31032229,134508
ENSMUSG00000075419,Dolk,chr2,30174243,30176346,2104
ENSMUSG00000075420,Erln,chr11,115802234,115804751,3076
ENSMUSG00000075427,Or10ad1c,chr15,98083894,98093423,2083
ENSMUSG00000075467,Dnlz,chr2,26238080,26242145,14144
ENSMUSG00000075470,Alg10,chr15,90108481,90117674,16649
ENSMUSG00000075478,Slitrk1,chr14,109146232,109151590,5359
ENSMUSG00000075486,Commd6,chr14,101870417,101878122,7392
ENSMUSG00000075502,Kbtbd6,chr14,79689275,79692258,5966
ENSMUSG00000075510,Fam187a,chr11,102775995,102777557,1563
ENSMUSG00000075520,Malrd1,chr2,15531290,16260366,6738
ENSMUSG00000075524,4930407I10Rik,chr15,81943352,81950741,4675
ENSMUSG00000075528,Aarsd1,chr11,101296497,101308441,12730
ENSMUSG00000075543,Urad,chr5,147251282,147259259,1287
ENSMUSG00000075551,Cyp3a41a,chr5,145630859,145656946,2060
ENSMUSG00000075552,Cyp3a41b,chr5,145495474,145521540,2064
ENSMUSG00000075566,Krtap4-6,chr11,99555869,99556786,918
ENSMUSG00000075567,Krtap1-4,chr11,99473888,99474480,593
ENSMUSG00000075569,Rsph10b,chr5,143869853,143922537,7056
ENSMUSG00000075570,Krt26,chr11,99219376,99228792,2471
ENSMUSG00000075571,Defb30,chr14,63271536,63287409,2997
ENSMUSG00000075572,Defb43,chr14,63249077,63255537,1623
ENSMUSG00000075573,Defb47,chr14,63235513,63240441,2204
ENSMUSG00000075574,Defb48,chr14,63214973,63221959,445
ENSMUSG00000075588,Hoxb2,chr11,96241351,96244838,1628
ENSMUSG00000075590,Nrbp2,chr15,75957365,75963590,22405
ENSMUSG00000075592,Nynrin,chr14,56091467,56112193,7511
ENSMUSG00000075593,Gal3st4,chr5,138263180,138271102,8650
ENSMUSG00000075595,Zfp652,chr11,95603479,95725941,33938
ENSMUSG00000075598,Smok3c,chr5,138051456,138064799,3845
ENSMUSG00000075599,Smok3a,chr5,138019523,138032926,5065
ENSMUSG00000075600,Zc3h3,chr15,75626279,75713927,11117
ENSMUSG00000075602,Ly6a,chr15,74863840,74869880,39442
ENSMUSG00000075604,Cyp11b1,chr15,74699444,74713748,6841
ENSMUSG00000075605,Slurp2,chr15,74614609,74618542,993
ENSMUSG00000075610,Tmem92,chr11,94668043,94673529,4230
ENSMUSG00000075700,Selenot,chr3,58484057,58501499,4102
ENSMUSG00000075701,Selenos,chr7,65729392,65739153,3518
ENSMUSG00000075702,Selenom,chr11,3464684,3467551,907
ENSMUSG00000075703,Selenoi,chr5,30437579,30477425,6803
ENSMUSG00000075704,Txnrd2,chr16,18245134,18297823,14092
ENSMUSG00000075705,Msrb1,chr17,24955614,24961752,2141
ENSMUSG00000075706,Gpx4,chr10,79883000,79892273,2734
ENSMUSG00000075707,Dio3,chr12,110245502,110247531,3479
ENSMUSG00000076430,Hus1b,chr13,31130556,31131742,1187
ENSMUSG00000076431,Sox4,chr13,29132902,29137696,4795
ENSMUSG00000076432,Ywhaq,chr12,21439749,21467787,51291
ENSMUSG00000076433,Cep295nl,chr11,118223186,118233382,13174
ENSMUSG00000076434,Wfdc3,chr2,164573092,164587871,4593
ENSMUSG00000076435,Acsf2,chr11,94447924,94508609,13216
ENSMUSG00000076436,Oxct2a,chr4,123215668,123217427,1760
ENSMUSG00000076437,Selenoh,chr2,84499405,84501114,3664
ENSMUSG00000076438,Oxct2b,chr4,123010059,123011793,1735
ENSMUSG00000076439,Mog,chr17,37321521,37334350,16569
ENSMUSG00000076441,Ass1,chr2,31352181,31410862,33685
ENSMUSG00000077450,Rab11b,chr17,33961458,33979504,26371
ENSMUSG00000078080,Or51f1e,chr7,102746927,102747956,1030
ENSMUSG00000078116,Or7g16,chr9,18726024,18730822,2628
ENSMUSG00000078118,Or5p59,chr7,107700056,107705151,3756
ENSMUSG00000078123,Gm5071,chrX,90975077,90978008,3531
ENSMUSG00000078127,Fam170b,chr14,32555919,32558746,1694
ENSMUSG00000078129,Actl10,chr2,154393696,154395767,3092
ENSMUSG00000078130,Krtap4-24,chr11,99540425,99541062,638
ENSMUSG00000078131,Krtap1-3,chr11,99481287,99482165,879
ENSMUSG00000078132,Gm11939,chr11,99449993,99450292,300
ENSMUSG00000078137,Ankrd63,chr2,118529584,118534444,4861
ENSMUSG00000078139,AK157302,chr13,21679393,21681316,1924
ENSMUSG00000078144,Capns2,chr8,93628035,93629039,1005
ENSMUSG00000078153,Psme2b,chr11,48836181,48837017,837
ENSMUSG00000078154,Cdk2ap1rt,chr11,48716173,48717482,1310
ENSMUSG00000078157,Fem1al,chr11,29772395,29775668,3274
ENSMUSG00000078161,Erich3,chr3,154369438,154473427,22157
ENSMUSG00000078173,Lenep,chr3,89308295,89310100,1806
ENSMUSG00000078179,Rnf148,chr6,23653897,23655135,1239
ENSMUSG00000078184,Rbm8a2,chr1,175805343,175806680,1338
ENSMUSG00000078185,Chml,chr1,175509803,175520467,17174
ENSMUSG00000078193,Rpl35rt,chr1,156193610,156194054,445
ENSMUSG00000078198,Or1l4b,chr2,37029334,37038597,8242
ENSMUSG00000078201,Tmem203,chr2,25145451,25146304,854
ENSMUSG00000078202,Nrarp,chr2,25070770,25073351,2582
ENSMUSG00000078206,Fthl17d,chrX,8852139,8852994,856
ENSMUSG00000078208,Fthl17b,chrX,8828373,8829214,842
ENSMUSG00000078212,Spin2-ps9,chrX,4784696,4786479,1115
ENSMUSG00000078213,Btbd35f4,chrX,4703838,4705328,1491
ENSMUSG00000078218,Btbd35f3,chrX,3942699,3944641,1943
ENSMUSG00000078234,Klhdc7a,chr4,139687531,139695337,7807
ENSMUSG00000078235,Fam43b,chr4,138105937,138123839,2437
ENSMUSG00000078240,Rpl27rt,chr18,34869412,34871067,1656
ENSMUSG00000078249,Hmga1b,chr11,120653620,120655245,1746
ENSMUSG00000078252,Krtap17-1,chr11,99884060,99884820,761
ENSMUSG00000078253,Krtap16-1,chr11,99875536,99877423,1888
ENSMUSG00000078254,Krtap29-1,chr11,99868851,99869879,1029
ENSMUSG00000078255,Krtap9-5,chr11,99839301,99840377,1077
ENSMUSG00000078256,Krtap31-3,chr11,99805577,99806497,921
ENSMUSG00000078257,Krtap4-27,chr11,99727628,99728892,1265
ENSMUSG00000078258,Krtap4-26,chr11,99705802,99706492,691
ENSMUSG00000078259,Krtap4-20,chr11,99694383,99695272,890
ENSMUSG00000078260,Krtap4-21,chr11,99688890,99689758,869
ENSMUSG00000078261,Krtap4-23,chr11,99683215,99684293,1079
ENSMUSG00000078262,Krtap4-9,chr11,99676026,99677084,1059
ENSMUSG00000078269,Gm14180,chr11,99625039,99625116,78
ENSMUSG00000078276,Gm14190,chr11,99581414,99581566,153
ENSMUSG00000078280,Tas2r122,chr6,132687962,132688891,930
ENSMUSG00000078302,Foxd1,chr13,98490750,98495813,5064
ENSMUSG00000078307,AI593442,chr9,52584337,52591785,46753
ENSMUSG00000078315,Fam47c,chrX,77781369,77783007,1639
ENSMUSG00000078317,F8a,chrX,72271897,72274401,2505
ENSMUSG00000078320,Tex13c1,chrX,42680037,42682409,2074
ENSMUSG00000078324,Btbd35f14,chrX,33138112,33139812,1701
ENSMUSG00000078346,H2al1n,chrX,14077387,14077900,514
ENSMUSG00000078348,Sf3b5,chr10,12881087,12884927,3841
ENSMUSG00000078350,Smim1,chr4,154104927,154110687,36020
ENSMUSG00000078354,Ifna2,chr4,88601118,88602149,1032
ENSMUSG00000078355,Ifna16,chr4,88594152,88595161,1010
ENSMUSG00000078365,Mos,chr4,3870657,3872105,1449
ENSMUSG00000078420,Or5t18,chr2,86634478,86640362,2935
ENSMUSG00000078427,Sarnp,chr10,128653202,128718648,14720
ENSMUSG00000078429,Ctdsp2,chr10,126814560,126835844,42784
ENSMUSG00000078435,AU041133,chr10,81963812,81989493,4128
ENSMUSG00000078439,Smim24,chr10,81228878,81231227,3444
ENSMUSG00000078440,Dohh,chr10,81220240,81224186,13980
ENSMUSG00000078442,Tektl1,chr10,78582759,78588899,1715
ENSMUSG00000078451,Ppil6,chr10,41365061,41391617,5468
ENSMUSG00000078452,Raet1d,chr10,22236451,22250718,11360
ENSMUSG00000078453,Abracl,chr10,17887004,17899651,12021
ENSMUSG00000078485,Plekhn1,chr4,156305913,156314676,13189
ENSMUSG00000078486,Perm1,chr4,156300325,156314305,23925
ENSMUSG00000078487,Ankrd65,chr4,155873544,155884254,1781
ENSMUSG00000078490,Cfap74,chr4,155493613,155551280,51533
ENSMUSG00000078495,Zfp984,chr4,147838429,147894327,42212
ENSMUSG00000078496,Zfp982,chr4,147545583,147601280,28484
ENSMUSG00000078497,Zfp978,chr4,147445760,147476483,2184
ENSMUSG00000078498,Zfp988,chr4,147390131,147422025,9893
ENSMUSG00000078500,Zfp986,chr4,145595364,145626545,63
ENSMUSG00000078502,Zfp268,chr4,145311711,145351915,32759
ENSMUSG00000078503,Zfp990,chr4,145237287,145269397,73634
ENSMUSG00000078504,Aadacl4fm5,chr4,144503774,144513153,1432
ENSMUSG00000078505,Aadacl4fm4,chr4,144396507,144412938,1224
ENSMUSG00000078506,Aadacl4fm2,chr4,144281570,144291704,1221
ENSMUSG00000078507,Aadacl3,chr4,144180341,144190326,3153
ENSMUSG00000078508,Pramel30,chr4,144053558,144060035,1841
ENSMUSG00000078509,Pramel14,chr4,143716909,143724200,2627
ENSMUSG00000078510,Pramel28,chr4,143690699,143693520,2067
ENSMUSG00000078511,Pramel16,chr4,143674749,143686328,4267
ENSMUSG00000078512,Pramel11,chr4,143621443,143626943,1981
ENSMUSG00000078513,Pramel22,chr4,143380330,143387210,1827
ENSMUSG00000078515,Ddi2,chr4,141404860,141450777,81275
ENSMUSG00000078517,Emc1,chr4,139079799,139106041,76830
ENSMUSG00000078518,Gm13030,chr4,138598303,138601275,655
ENSMUSG00000078520,Cela3a,chr4,137128865,137137102,958
ENSMUSG00000078521,Aunip,chr4,134238310,134254485,11365
ENSMUSG00000078532,Nkain1,chr4,130297166,130341115,8010
ENSMUSG00000078537,Tcstv5a,chr13,120410893,120412342,1447
ENSMUSG00000078546,Zfp995,chr17,22097890,22128915,28630
ENSMUSG00000078552,Dcdc2b,chr4,129502124,129508157,3181
ENSMUSG00000078554,Fam229a,chr4,129384654,129385749,887
ENSMUSG00000078566,Bnip3,chr7,138490690,138511253,19366
ENSMUSG00000078570,1110065P20Rik,chr4,124742833,124745172,9153
ENSMUSG00000078572,Ndufaf8,chr11,119989736,119991531,3188
ENSMUSG00000078575,Gm12887,chr4,121471468,121479300,360
ENSMUSG00000078576,Gm12886,chr4,121271932,121280296,1149
ENSMUSG00000078577,Tmco2,chr4,120962845,120966445,2847
ENSMUSG00000078578,Ube2d3,chr3,135142743,135176674,230111
ENSMUSG00000078580,Zfp764l1,chr7,126988845,126992844,17756
ENSMUSG00000078584,AU022252,chr4,119060759,119090933,23278
ENSMUSG00000078588,Ccdc24,chr4,117723721,117729754,6246
ENSMUSG00000078591,Hs3st4,chr7,123582092,123998212,3189
ENSMUSG00000078593,P3r3urf,chr4,116030562,116031487,392
ENSMUSG00000078597,Cyp4a12b,chr4,115268820,115296235,2395
ENSMUSG00000078598,Skint5,chr4,113334894,113856700,10930
ENSMUSG00000078599,Skint8,chr4,111776589,111807555,2727
ENSMUSG00000078605,E030025P04Rik,chr11,109030117,109035195,1078
ENSMUSG00000078606,Gvin2,chr7,105544346,105603174,17820
ENSMUSG00000078607,1810010H24Rik,chr11,106916369,106921278,7888
ENSMUSG00000078611,Gm5901,chr7,105024198,105027894,5810
ENSMUSG00000078612,Fyb2,chr4,104770522,104874063,9521
ENSMUSG00000078616,Trim30c,chr7,104031272,104050044,1716
ENSMUSG00000078619,Smarcd2,chr11,106151119,106163906,27702
ENSMUSG00000078621,Hbb-bh2,chr7,103488331,103489727,558
ENSMUSG00000078622,Ccdc47,chr11,106088234,106107784,80169
ENSMUSG00000078624,Or51ab3,chr7,103197281,103204713,8979
ENSMUSG00000078625,Prame62,chr4,101843823,101847250,883
ENSMUSG00000078626,Gm12790,chr4,101823441,101838246,11288
ENSMUSG00000078627,Marchf10,chr11,105251624,105481168,20450
ENSMUSG00000078630,Tomt,chr7,101547575,101555707,12528
ENSMUSG00000078632,Lrrc37a,chr11,103341535,103395423,9931
ENSMUSG00000078639,Gm12695,chr4,96611834,96673423,1954
ENSMUSG00000078650,G6pc1,chr11,101258369,101268729,6508
ENSMUSG00000078651,Aoc2,chr11,101215889,101220722,5393
ENSMUSG00000078652,Psme3,chr11,101206777,101215813,56262
ENSMUSG00000078653,Cntd1,chr11,101169832,101187143,7035
ENSMUSG00000078656,Vps25,chr11,101144533,101150378,15028
ENSMUSG00000078657,Crnn,chr3,93052094,93057126,3491
ENSMUSG00000078664,Sprr2a1,chr3,92123106,92129218,6738
ENSMUSG00000078668,Krtap4-22,chr11,99662540,99663739,1200
ENSMUSG00000078670,Fam174b,chr7,73389800,73426676,5752
ENSMUSG00000078671,Chd2,chr7,73076386,73191578,9085
ENSMUSG00000078672,Mup20,chr4,61968464,61972395,25573
ENSMUSG00000078673,Mup19,chr4,61696536,61700581,17575
ENSMUSG00000078674,Mup18,chr4,61588409,61592373,4213
ENSMUSG00000078675,Mup16,chr4,61433825,61437853,6526
ENSMUSG00000078676,Casc3,chr11,98695731,98724640,28567
ENSMUSG00000078680,Mup10,chr4,60534259,60538198,3566
ENSMUSG00000078681,Tm2d3,chr7,65340917,65351661,7145
ENSMUSG00000078683,Mup1,chr4,60453986,60458057,8873
ENSMUSG00000078686,Mup9,chr4,60374041,60377954,6420
ENSMUSG00000078687,Mup8,chr4,60218620,60222599,6353
ENSMUSG00000078688,Mup2,chr4,60135925,60154325,6235
ENSMUSG00000078689,Mup6,chr4,59964133,60007274,2423
ENSMUSG00000078695,Cisd3,chr11,97576621,97582423,3061
ENSMUSG00000078698,Mrgpra3,chr7,47238698,47251120,1295
ENSMUSG00000078713,Tomm5,chr4,45105208,45108131,7125
ENSMUSG00000078716,Tmem8b,chr4,43668971,43692684,29760
ENSMUSG00000078719,Msmp,chr4,43583212,43584494,747
ENSMUSG00000078721,Spata31f1a,chr4,42848071,42853890,4146
ENSMUSG00000078722,Spata31f1e,chr4,42791098,42856771,3297
ENSMUSG00000078735,Il11ra2,chr4,42656001,42665763,3253
ENSMUSG00000078742,Gm10985,chr3,53752507,53752699,81
ENSMUSG00000078746,Spata31f1d,chr4,41966055,41976156,4130
ENSMUSG00000078747,Gm20878,chr4,41941572,41956104,3700
ENSMUSG00000078752,Scgb1b30,chr7,33794856,33800262,491
ENSMUSG00000078753,Scgb1b24,chr7,33443224,33444407,279
ENSMUSG00000078754,Scgb2b3,chr7,31058463,31061497,339
ENSMUSG00000078757,Scgb1b29,chr7,32140966,32142147,282
ENSMUSG00000078759,Scgb1b7,chr7,31412090,31413403,419
ENSMUSG00000078762,Haus5,chr7,30353136,30364424,2192
ENSMUSG00000078763,Slfn1,chr11,83007615,83013496,3947
ENSMUSG00000078765,U2af1l4,chr7,30262724,30264790,14802
ENSMUSG00000078768,Zfp566,chr7,29776536,29798909,10417
ENSMUSG00000078771,Evi2a,chr11,79416083,79421440,6397
ENSMUSG00000078773,Rad54b,chr4,11558862,11615814,36517
ENSMUSG00000078776,Fcgbpl1,chr7,27828891,27864236,15833
ENSMUSG00000078779,Zfp59,chr7,27537984,27556198,9657
ENSMUSG00000078780,Gm5150,chr3,16001023,16060601,5348
ENSMUSG00000078783,Sirpd,chr3,15360123,15397362,1912
ENSMUSG00000078784,Rbis,chr3,14669271,14676345,11132
ENSMUSG00000078786,Actmap,chr7,26895206,26909611,8995
ENSMUSG00000078787,Cyp2t4,chr7,26853139,26858093,3143
ENSMUSG00000078789,Dph1,chr11,75066768,75082067,41840
ENSMUSG00000078793,Ceacam23,chr7,17605692,17652935,3610
ENSMUSG00000078794,Dact3,chr7,16609160,16621387,23811
ENSMUSG00000078795,Ceacam15,chr7,16405256,16409630,1391
ENSMUSG00000078796,Zfp541,chr7,15795736,15830259,13848
ENSMUSG00000078798,Sult2a1,chr7,13530171,13571337,2139
ENSMUSG00000078799,Sult2a5,chr7,13357892,13404732,1046
ENSMUSG00000078800,Bsph2,chr7,13288635,13304994,1926
ENSMUSG00000078808,Vmn1r58,chr7,5404680,5416395,20131
ENSMUSG00000078810,Gp6,chr7,4366964,4400743,22997
ENSMUSG00000078812,Eif5a,chr11,69807422,69827276,101615
ENSMUSG00000078813,Leng1,chr7,3663083,3668839,4485
ENSMUSG00000078815,Cacng6,chr7,3470787,3485101,46974
ENSMUSG00000078816,Prkcg,chr7,3337704,3379757,43723
ENSMUSG00000078817,Nlrp12,chr7,3267458,3298370,6928
ENSMUSG00000078851,H2ac25,chr11,58845511,58847656,2146
ENSMUSG00000078853,Igtp,chr11,58089840,58098417,20808
ENSMUSG00000078861,Zfp931,chr2,177693532,177720294,13881
ENSMUSG00000078862,Gm14326,chr2,177577786,177599173,25602
ENSMUSG00000078864,Gm14322,chr2,177401032,177412265,5493
ENSMUSG00000078865,Gm14406,chr2,177260997,177270035,3848
ENSMUSG00000078866,Zfp970,chr2,177156498,177183583,6760
ENSMUSG00000078867,Gm14418,chr2,177076115,177090133,6732
ENSMUSG00000078868,Gm14412,chr2,177006313,177016208,2973
ENSMUSG00000078869,Zfp1010,chr2,176956447,176964183,2098
ENSMUSG00000078870,Gm14410,chr2,176875246,176898275,12691
ENSMUSG00000078872,Gm14401,chr2,176766009,176813065,7315
ENSMUSG00000078875,Gm14419,chr2,176692716,176707365,6834
ENSMUSG00000078876,Gm14408,chr2,176522820,176569822,699
ENSMUSG00000078877,Gm14295,chr2,176490405,176505418,8917
ENSMUSG00000078878,Gm14305,chr2,176400092,176423096,10483
ENSMUSG00000078879,Zfp973,chr2,176362315,176410878,2606
ENSMUSG00000078880,Gm14308,chr2,176305157,176328163,4962
ENSMUSG00000078881,Gm14434,chr2,176165071,176178576,4395
ENSMUSG00000078886,Gm2026,chr2,175757124,175772096,3698
ENSMUSG00000078887,Gm6710,chr2,175661012,175673041,3592
ENSMUSG00000078889,Gm14288,chr2,175580129,175592886,5723
ENSMUSG00000078894,2210418O10Rik,chr2,175968362,175982121,8689
ENSMUSG00000078895,Gm11009,chr2,176059431,176061287,417
