gene_id,gene_symbol,exon_length_bp
ENSMUSG00000087260,Lamtor5,1882
ENSMUSG00000087279,4930544D05Rik,5357
ENSMUSG00000087303,Lipo2,2184
ENSMUSG00000087358,4930453H23Rik,1852
ENSMUSG00000087364,Gm13398,24295
ENSMUSG00000087370,Tmem170b,23994
ENSMUSG00000087376,Gm15517,3809
ENSMUSG00000087385,Frg2f1,90622
ENSMUSG00000087403,Kantr,30036
ENSMUSG00000087408,Cers1,9168
ENSMUSG00000087512,Ccdc201,1007
ENSMUSG00000087598,Zfp111,62779
ENSMUSG00000087610,Gm16253,2239
ENSMUSG00000087651,1500009L16Rik,11945
ENSMUSG00000087679,Tmem250,2936
ENSMUSG00000087687,Pet100,14584
ENSMUSG00000089661,Mia,1673
ENSMUSG00000089665,Fcor,1383
ENSMUSG00000089669,Tnfsf13,3226
ENSMUSG00000089675,Ugt1a8,3225
ENSMUSG00000089678,Agxt2,15344
ENSMUSG00000089682,Bcl2l2,13567
ENSMUSG00000089687,Rab42,7538
ENSMUSG00000089694,Nat8f7,2508
ENSMUSG00000089704,Galnt2,29231
ENSMUSG00000089715,Cbx6,29765
ENSMUSG00000089717,Or13f5,960
ENSMUSG00000089722,Cd300ld5,852
ENSMUSG00000089724,Krtap4-8,983
ENSMUSG00000089727,Klra8,20921
ENSMUSG00000089728,Clec2f,1874
ENSMUSG00000089732,Or10ag55,984
ENSMUSG00000089736,Tgfbr3l,1100
ENSMUSG00000089739,Gm20431,2367
ENSMUSG00000089753,Cd300ld2,918
ENSMUSG00000089756,Zfp966,3721
ENSMUSG00000089762,Ier5l,2683
ENSMUSG00000089768,Tmsb15b1,1914
ENSMUSG00000089773,Skint1,3698
ENSMUSG00000089774,Slc5a3,11158
ENSMUSG00000089789,Rdh1,6661
ENSMUSG00000089798,1700028K03Rik,12302
ENSMUSG00000089809,Rasgef1b,93170
ENSMUSG00000089824,Rbm12,13302
ENSMUSG00000089832,Shkbp1,18346
ENSMUSG00000089837,Npcd,2615
ENSMUSG00000089844,Sp140l1,11869
ENSMUSG00000089847,Timm10b,22053
ENSMUSG00000089857,Zfp882,7358
ENSMUSG00000089859,Or4x18,3270
ENSMUSG00000089862,Umad1,47829
ENSMUSG00000089865,Gm44503,4383
ENSMUSG00000089872,Rps6kc1,136916
ENSMUSG00000089873,Mup13,3710
ENSMUSG00000089876,Tmem102,1988
ENSMUSG00000089892,Or4c104,9114
ENSMUSG00000089901,Gm8113,5787
ENSMUSG00000089911,Mfsd14a,31791
ENSMUSG00000089917,Uckl1,41306
ENSMUSG00000089922,Gm43517,3904
ENSMUSG00000089929,Bcl2a1b,3211
ENSMUSG00000089942,Pira2,39053
ENSMUSG00000089943,Ugt1a5,3235
ENSMUSG00000089945,Pakap,5163
ENSMUSG00000089951,Zfp968-ps,3962
ENSMUSG00000089953,Rnf224,3728
ENSMUSG00000089960,Ugt1a1,6267
ENSMUSG00000089984,Fbxo24,10591
ENSMUSG00000089989,Gm45713,1477
ENSMUSG00000089992,G6pd2,2348
ENSMUSG00000089996,Tmsb15b2,2424
ENSMUSG00000089997,Cfap92,3678
ENSMUSG00000090000,Ier3ip1,8966
ENSMUSG00000090015,Gm15446,21417
ENSMUSG00000090019,Gimap1,14089
ENSMUSG00000090035,Galnt4,5089
ENSMUSG00000090053,Pakap,11101
ENSMUSG00000090059,Or8j3c,4682
ENSMUSG00000090061,Nwd2,17134
ENSMUSG00000090066,1110002E22Rik,9741
ENSMUSG00000090071,Cdk5r2,2799
ENSMUSG00000090077,Lime1,3560
ENSMUSG00000090083,Rnf8,32516
ENSMUSG00000090084,Srpx,16124
ENSMUSG00000090093,Gm14399,19883
ENSMUSG00000090097,Or4p21,8853
ENSMUSG00000090100,Ttbk2,49454
ENSMUSG00000090110,Cmc4,19756
ENSMUSG00000090112,Shprh,55178
ENSMUSG00000090113,Nhlrc4,4467
ENSMUSG00000090115,Usp49,17297
ENSMUSG00000090121,Abhd12b,3319
ENSMUSG00000090122,Kcne5,1543
ENSMUSG00000090124,Ugt1a7c,6593
ENSMUSG00000090125,Pou3f1,3849
ENSMUSG00000090129,Or10ad1,1776
ENSMUSG00000090132,Cypt2,2138
ENSMUSG00000090137,Uba52,12087
ENSMUSG00000090141,Gm614,1431
ENSMUSG00000090145,Ugt1a6b,9856
ENSMUSG00000090150,Acad11,51034
ENSMUSG00000090164,BC035044,3680
ENSMUSG00000090165,Ugt1a10,2244
ENSMUSG00000090166,Ear10,1149
ENSMUSG00000090171,Ugt1a2,3216
ENSMUSG00000090173,Fbxw10,13208
ENSMUSG00000090175,Ugt1a9,3267
ENSMUSG00000090176,Cd200r2,1755
ENSMUSG00000090202,4930503B20Rik,6418
ENSMUSG00000090206,Spmip8,5020
ENSMUSG00000090210,Itga10,10085
ENSMUSG00000090213,Peds1,13901
ENSMUSG00000090215,Trim34b,2397
ENSMUSG00000090219,Or51a42,6133
ENSMUSG00000090223,Pcp4,5931
ENSMUSG00000090225,Krtap9-20,1096
ENSMUSG00000090231,Cfb,25944
ENSMUSG00000090236,Car15,1283
ENSMUSG00000090247,Bloc1s1,11157
ENSMUSG00000090258,Churc1,2515
ENSMUSG00000090264,Eif4ebp3,3682
ENSMUSG00000090266,Mettl23,13673
ENSMUSG00000090268,Spopfm3,1593
ENSMUSG00000090272,Mndal,23758
ENSMUSG00000090273,Prr22,3611
ENSMUSG00000090290,Tarbp1,12763
ENSMUSG00000090291,Lrrc10b,2103
ENSMUSG00000090298,Sult3a2,1812
ENSMUSG00000090302,Smr2l,685
ENSMUSG00000090304,Vmn2r99,18657
ENSMUSG00000090314,Kplce,2361
ENSMUSG00000090315,Vmn2r104,3721
ENSMUSG00000090326,Dthd1,5304
ENSMUSG00000090336,Cfap97d2,4509
ENSMUSG00000090346,Vmn1r5,7637
ENSMUSG00000090356,Teddm3,2642
ENSMUSG00000090362,Vmn2r79,30556
ENSMUSG00000090363,Gm3512,13883
ENSMUSG00000090364,Gm3043,821
ENSMUSG00000090369,4933411K16Rik,1380
ENSMUSG00000090379,Gm8229,1438
ENSMUSG00000090383,Vmn2r58,7272
ENSMUSG00000090394,4930523C07Rik,5952
ENSMUSG00000090411,Vmn1r174,10000
ENSMUSG00000090417,Vmn2r94,14576
ENSMUSG00000090436,Vmn2r75,5372
ENSMUSG00000090439,Gm17455,6099
ENSMUSG00000090440,1700049E17Rik2,2249
ENSMUSG00000090451,Gm6133,948
ENSMUSG00000090457,4930571K23Rik,2052
ENSMUSG00000090461,Il22b,1111
ENSMUSG00000090470,Prr23a3,1817
ENSMUSG00000090471,Gm4553,1758
ENSMUSG00000090472,Gm3047,822
ENSMUSG00000090485,Gm17416,518
ENSMUSG00000090486,BC035947,3063
ENSMUSG00000090487,Gm2888,1758
ENSMUSG00000090505,Gm3486,883
ENSMUSG00000090509,Sfta2,929
ENSMUSG00000090512,Gm3424,2702
ENSMUSG00000090515,Krtap27-1,646
ENSMUSG00000090523,Gypc,15995
ENSMUSG00000090527,Aadacl2fm2,1235
ENSMUSG00000090539,Gm9602,2062
ENSMUSG00000090550,Prlh,276
ENSMUSG00000090553,Snrpe,8404
ENSMUSG00000090556,Or2h2b,8841
ENSMUSG00000090572,Vmn2r109,3125
ENSMUSG00000090581,Vmn2r6,12009
ENSMUSG00000090588,Muc21,5231
ENSMUSG00000090619,Vmn2r60,6267
ENSMUSG00000090626,Tex9,21492
ENSMUSG00000090629,Or5k16,2672
ENSMUSG00000090631,Or2r2,1052
ENSMUSG00000090634,Gm8126,1764
ENSMUSG00000090641,Zfp712,4789
ENSMUSG00000090643,Gm3453,1756
ENSMUSG00000090655,Vmn2r120,47810
ENSMUSG00000090658,Prss47,4101
ENSMUSG00000090659,Zfp493,16810
ENSMUSG00000090662,Vmn2r45,4581
ENSMUSG00000090667,Mdfic2,10360
ENSMUSG00000090675,Or5v1b,6345
ENSMUSG00000090685,Spmip1,682
ENSMUSG00000090688,Vmn2r12,4607
ENSMUSG00000090691,Gm3667,18334
ENSMUSG00000090693,Trim43a,1981
ENSMUSG00000090698,Apold1,8242
ENSMUSG00000090700,Cyp4f40,4581
ENSMUSG00000090710,Pate11,306
ENSMUSG00000090713,Gm8127,1427
ENSMUSG00000090714,Zscan4d,4521
ENSMUSG00000090715,Vmn1r167,3625
ENSMUSG00000090716,Gm3371,1749
ENSMUSG00000090733,Rps27,2014
ENSMUSG00000090738,Pate7,643
ENSMUSG00000090740,Gm17079,666
ENSMUSG00000090744,Gm6871,3530
ENSMUSG00000090747,Esp8,620
ENSMUSG00000090751,Vmn2r63,35861
ENSMUSG00000090762,Vmn2r56,33936
ENSMUSG00000090764,Gm3127,2813
ENSMUSG00000090774,Vmn2r74,29805
ENSMUSG00000090777,Ccdc188,2335
ENSMUSG00000090799,Klhl33,8537
ENSMUSG00000090806,Vmn2r70,38787
ENSMUSG00000090812,Samd15,3225
ENSMUSG00000090817,Hsd3b9,1674
ENSMUSG00000090824,Or2bd2,3651
ENSMUSG00000090827,Gm8297,4370
ENSMUSG00000090840,Tex54,720
ENSMUSG00000090841,Myl6,34605
ENSMUSG00000090843,Heatr4,3038
ENSMUSG00000090854,Alyreffm10,2136
ENSMUSG00000090862,Rps13,5047
ENSMUSG00000090864,Vmn2r40,3554
ENSMUSG00000090874,Or4n4b,11833
ENSMUSG00000090877,Hspa1b,2803
ENSMUSG00000090892,Vmn2r41,3617
ENSMUSG00000090894,Or5v1,3543
ENSMUSG00000090897,Gm44501,1229
ENSMUSG00000090919,Pabpc4l,19494
ENSMUSG00000090935,Synj2bp,16314
ENSMUSG00000090942,F830016B08Rik,5876
ENSMUSG00000090946,Ccdc71l,4240
ENSMUSG00000090949,Vmn2r77,8352
ENSMUSG00000090951,Or5k17,4497
ENSMUSG00000090958,Lrrc32,13023
ENSMUSG00000090961,Vmn2r8,33488
ENSMUSG00000090963,Gm17655,2031
ENSMUSG00000090966,Vmn2r116,15636
ENSMUSG00000090967,Vmn2r61,2598
ENSMUSG00000090981,Or10ah1-ps1,14648
ENSMUSG00000090996,Gm20458,1369
ENSMUSG00000091002,Tcerg1l,7704
ENSMUSG00000091006,Vmn2r69,28398
ENSMUSG00000091012,Vmn1r34,19044
ENSMUSG00000091013,Vmn1r1,8341
ENSMUSG00000091014,Rplp1rt,743
ENSMUSG00000091017,Garin4,2234
ENSMUSG00000091034,Scpppq1,1421
ENSMUSG00000091039,Krtap20-2,534
ENSMUSG00000091043,Glyatl3,996
ENSMUSG00000091045,Vmn2r55,11085
ENSMUSG00000091049,Gm1979,2691
ENSMUSG00000091055,Siglec15,1156
ENSMUSG00000091059,Vmn2r14,6601
ENSMUSG00000091060,Myocos,1336
ENSMUSG00000091076,Vmn2r115,10316
ENSMUSG00000091077,Gm21292,1225
ENSMUSG00000091080,Prr23a1,883
ENSMUSG00000091091,Kcnmb3,5966
ENSMUSG00000091101,Alyreffm5,927
ENSMUSG00000091110,Gm2832,54725
ENSMUSG00000091119,Ccdc152,12555
ENSMUSG00000091122,Gm8247,1463
ENSMUSG00000091129,Iqcf6,2747
ENSMUSG00000091142,Gm17175,1403
ENSMUSG00000091144,Phf11c,3459
ENSMUSG00000091148,Gm3182,3617
ENSMUSG00000091151,Vmn1r224,51873
ENSMUSG00000091155,Serpine3,1403
ENSMUSG00000091174,Pate10,351
ENSMUSG00000091175,S100a7l2,3650
ENSMUSG00000091183,Gm5141,10312
ENSMUSG00000091204,Exoc1l,1355
ENSMUSG00000091205,Vmn2r71,2754
ENSMUSG00000091206,Vmn2r91,5471
ENSMUSG00000091212,Krtap11-1,1008
ENSMUSG00000091215,Pate1,2963
ENSMUSG00000091228,Nme1nme2,991
ENSMUSG00000091239,Vmn2r76,90240
ENSMUSG00000091243,Vgll3,21870
ENSMUSG00000091248,Pate8,330
ENSMUSG00000091255,Speer4e1,1603
ENSMUSG00000091259,Vmn2r110,17557
ENSMUSG00000091260,Vmn2r19,2565
ENSMUSG00000091264,Smim13,13813
ENSMUSG00000091296,Gm4181,898
ENSMUSG00000091311,Spata31d1b,11960
ENSMUSG00000091318,Semp2l1,3609
ENSMUSG00000091337,Eid1,1691
ENSMUSG00000091345,Col6a5,9312
ENSMUSG00000091347,Zfp999,255
ENSMUSG00000091350,Vmn2r92,12665
ENSMUSG00000091375,Vmn2r15,13069
ENSMUSG00000091376,Aadacl2,2938
ENSMUSG00000091381,Vmn2r83,7891
ENSMUSG00000091382,Vmn1r18,15402
ENSMUSG00000091387,Gcnt4,31956
ENSMUSG00000091402,Rd3l,5354
ENSMUSG00000091405,H4c14,1630
ENSMUSG00000091407,Vmn2r117,7178
ENSMUSG00000091411,Gm5916,445
ENSMUSG00000091415,Ak9,7022
ENSMUSG00000091418,Gm3164,2630
ENSMUSG00000091435,Vmn1r115,888
ENSMUSG00000091450,Vmn2r11,12393
ENSMUSG00000091455,Otogl,8763
ENSMUSG00000091468,Vmn2r82,19221
ENSMUSG00000091471,Gm20538,996
ENSMUSG00000091472,Gm3739,15399
ENSMUSG00000091474,2610021A01Rik,85443
ENSMUSG00000091476,Catspere2,9349
ENSMUSG00000091477,Gm5799,17216
ENSMUSG00000091490,Triml2,24521
ENSMUSG00000091491,Vmn2r97,28733
ENSMUSG00000091494,Gm3269,1758
ENSMUSG00000091497,Mageb11,993
ENSMUSG00000091504,Vmn2r118,10097
ENSMUSG00000091511,Vmn2r87,3333
ENSMUSG00000091512,Lamtor3,22029
ENSMUSG00000091519,Skor2,3141
ENSMUSG00000091528,Vmn2r-ps158,2598
ENSMUSG00000091530,Cldn20,660
ENSMUSG00000091531,Or12d2,3810
ENSMUSG00000091537,Tma7,12587
ENSMUSG00000091539,Vmn1r238,921
ENSMUSG00000091541,Vmn1r9,12402
ENSMUSG00000091556,Gm14569,5181
ENSMUSG00000091563,Gm8108,15245
ENSMUSG00000091568,Gm8206,29245
ENSMUSG00000091572,Vmn2r3,12110
ENSMUSG00000091586,Cyp4f17,10621
ENSMUSG00000091594,Gm17067,31944
ENSMUSG00000091601,Or2h1b,3979
ENSMUSG00000091614,Tmem217b,2545
ENSMUSG00000091617,Gm3752,43216
ENSMUSG00000091618,H60c,5634
ENSMUSG00000091620,Vmn2r23,8119
ENSMUSG00000091624,Vmn2r9,20535
ENSMUSG00000091625,Lsm5,6120
ENSMUSG00000091631,Vmn2r95,33204
ENSMUSG00000091635,Vmn2r13,5716
ENSMUSG00000091636,Akain1,4658
ENSMUSG00000091638,Vmn1r113,924
ENSMUSG00000091648,C2cd4d,2707
ENSMUSG00000091649,Phf11b,2848
ENSMUSG00000091650,Apol11a,5074
ENSMUSG00000091651,Vmn2r36,3291
ENSMUSG00000091652,Vmn1r57,5707
ENSMUSG00000091656,Vmn2r106,13272
ENSMUSG00000091662,Vmn1r69,2558
ENSMUSG00000091670,Vmn2r105,57656
ENSMUSG00000091679,Vmn2r96,8715
ENSMUSG00000091680,Klhdc7b,5769
ENSMUSG00000091685,Spmip2,2600
ENSMUSG00000091692,4930433I11Rik,5653
ENSMUSG00000091694,Apol11b,10691
ENSMUSG00000091698,Gm6526,3264
ENSMUSG00000091700,Gm7876,4642
ENSMUSG00000091705,H2-Q2,6250
ENSMUSG00000091712,Sec14l5,52720
ENSMUSG00000091721,Gimd1,8317
ENSMUSG00000091722,Siah3,4532
ENSMUSG00000091725,Gm8220,1428
ENSMUSG00000091733,Gm8094,1408
ENSMUSG00000091734,Vmn1r29,19586
ENSMUSG00000091735,Gpr62,1977
ENSMUSG00000091736,Yy2,2867
ENSMUSG00000091756,Gm3095,8628
ENSMUSG00000091764,Zfp964,8963
ENSMUSG00000091771,Vmn2r103,2571
ENSMUSG00000091779,Alyreffm11,2112
ENSMUSG00000091780,Sco2,10779
ENSMUSG00000091792,Gm3573,898
ENSMUSG00000091794,Vmn2r18,9771
ENSMUSG00000091803,Cox16,16919
ENSMUSG00000091805,Vmn2r108,42865
ENSMUSG00000091809,Or2t35,4172
ENSMUSG00000091811,Inafm1,1605
ENSMUSG00000091813,Ces2h,3260
ENSMUSG00000091827,Speer4f2,1278
ENSMUSG00000091844,Ccdc168,26021
ENSMUSG00000091859,Vmn2r100,11417
ENSMUSG00000091863,Cldn34a,1686
ENSMUSG00000091867,Cyp2a22,9643
ENSMUSG00000091873,Or4n4,4906
ENSMUSG00000091874,Vmn1r56,1832
ENSMUSG00000091879,Vmn2r17,45277
ENSMUSG00000091888,Vmn2r80,2718
ENSMUSG00000091896,Ube2d2a,17468
ENSMUSG00000091897,Gm17019,1162
ENSMUSG00000091898,Tnnc1,4837
ENSMUSG00000091903,Speer1h,2336
ENSMUSG00000091923,Gm8267,5247
ENSMUSG00000091924,Vmn1r185,70364
ENSMUSG00000091926,Vmn2r62,2992
ENSMUSG00000091930,Vmn2r52,16188
ENSMUSG00000091931,Gon7,2297
ENSMUSG00000091933,Speer1k,1036
ENSMUSG00000091945,Vmn2r114,8228
ENSMUSG00000091950,Or6k8,1050
ENSMUSG00000091955,Tmsb10b,485
ENSMUSG00000091956,C2cd4b,1340
ENSMUSG00000091962,Vmn2r78,8298
ENSMUSG00000091967,Vmn2r128,2721
ENSMUSG00000091971,Hspa1a,2967
ENSMUSG00000091972,Tmem207,766
ENSMUSG00000091983,Or2r3,9728
ENSMUSG00000091987,Rbmyf3,3058
ENSMUSG00000091996,Smim35,1714
ENSMUSG00000092008,Cyp2c69,15924
ENSMUSG00000092009,Myh15,6340
ENSMUSG00000092019,Eif1ad6,1850
ENSMUSG00000092021,Gbp11,2692
ENSMUSG00000092032,Vmn2r59,11169
ENSMUSG00000092035,Peg10,13234
ENSMUSG00000092036,Gm2244,1506
ENSMUSG00000092043,Esp6,1326
ENSMUSG00000092048,Vmn2r85,6841
ENSMUSG00000092049,Vmn2r4,8390
ENSMUSG00000092054,Kif4-ps,4254
ENSMUSG00000092060,Bend4,36317
ENSMUSG00000092074,Dynlt1a,9394
ENSMUSG00000092077,Or12d12,6927
ENSMUSG00000092080,Vmn2r16,25752
ENSMUSG00000092083,Kcnb2,26661
ENSMUSG00000092094,Zfp804b,8354
ENSMUSG00000092109,Gm9376,729
ENSMUSG00000092111,Vmn2r113,19077
ENSMUSG00000092118,Fancf,1691
ENSMUSG00000092120,Vmn2r90,3775
ENSMUSG00000092152,Gm17026,1379
ENSMUSG00000092162,Vmn2r86,7340
ENSMUSG00000092164,Rergl,1021
ENSMUSG00000092165,Gm5624,7206
ENSMUSG00000092166,Pramel45,2207
ENSMUSG00000092167,Gm3696,3684
ENSMUSG00000092192,Dnaaf4,7065
ENSMUSG00000092210,A930009A15Rik,7668
ENSMUSG00000092212,Slc22a13b,3493
ENSMUSG00000092216,Gm19345,15359
ENSMUSG00000092225,Gm2381,4082
ENSMUSG00000092232,Gm20521,1245
ENSMUSG00000092243,H2-T9,2974
ENSMUSG00000092244,Esp34,2826
ENSMUSG00000092260,Zfp963,8298
ENSMUSG00000092277,Gm19684,9117
ENSMUSG00000092292,Or14j2,1671
ENSMUSG00000092297,Vmn1r258,960
ENSMUSG00000092300,Cdk3,915
ENSMUSG00000092305,Prps1l1,1676
ENSMUSG00000092310,Gm20509,1201
ENSMUSG00000092322,Esp36,2234
ENSMUSG00000092335,Zfp977,14726
ENSMUSG00000092342,Esp31,1311
ENSMUSG00000092349,Smim40,11796
ENSMUSG00000092356,Gm20532,780
ENSMUSG00000092360,Gm20441,756
ENSMUSG00000092367,Gm20479,556
ENSMUSG00000092372,Or14c42,1102
ENSMUSG00000092401,Or14n1,2395
ENSMUSG00000092413,Or14j4,4568
ENSMUSG00000092416,Zfp141,20846
ENSMUSG00000092417,Gpank1,17425
ENSMUSG00000092456,V1rd19,3426
ENSMUSG00000092470,Gm20518,3811
ENSMUSG00000092473,Vmn1r180,5060
ENSMUSG00000092511,Gm20547,3893
ENSMUSG00000092517,Art2a,2267
ENSMUSG00000092518,Garin5b,3704
ENSMUSG00000092519,Actl9,1373
ENSMUSG00000092541,Gm20537,889
ENSMUSG00000092544,Gm20422,956
ENSMUSG00000092558,Med20,24863
ENSMUSG00000092572,Serpinb10,3466
ENSMUSG00000092579,Vmn1r62,3674
ENSMUSG00000092586,Ly6g6c,3878
ENSMUSG00000092592,Gm20449,3847
ENSMUSG00000092607,Scnm1,9551
ENSMUSG00000092618,Btnl6,1620
ENSMUSG00000092622,Khdc3,4160
ENSMUSG00000093376,Vmn1r23,997
ENSMUSG00000093445,Lrch4,18056
ENSMUSG00000093456,Gm20662,601
ENSMUSG00000093485,Gm20708,1780
ENSMUSG00000093533,Vmn2r127,2573
ENSMUSG00000093536,Smim17,9936
ENSMUSG00000093550,Higd1c,1170
ENSMUSG00000093575,Gm20695,1012
ENSMUSG00000093593,Gm20683,2790
ENSMUSG00000093626,Ly6l,430
ENSMUSG00000093639,Gm52993,2180
ENSMUSG00000093661,Eif4e3,6561
ENSMUSG00000093668,Pou5f2,1394
ENSMUSG00000093674,Rpl41,5989
ENSMUSG00000093696,Vmn1r7,1219
ENSMUSG00000093701,Gm21970,2459
ENSMUSG00000093752,Gm20716,5288
ENSMUSG00000093755,Vmn1r39,16648
ENSMUSG00000093769,H3c14,3645
ENSMUSG00000093789,Methig1,1501
ENSMUSG00000093803,Ppp2r3d,27035
ENSMUSG00000093804,Or4f7,3915
ENSMUSG00000093805,Gal3st2b,3913
ENSMUSG00000093806,Asmt,1628
ENSMUSG00000093820,Vmn2r21,2562
ENSMUSG00000093825,Or4l1,2084
ENSMUSG00000093839,Or4d2b,8576
ENSMUSG00000093847,Eif1ad15,1856
ENSMUSG00000093848,Gm20865,2081
ENSMUSG00000093853,Vmn1r151,918
ENSMUSG00000093865,Lrit3,4139
ENSMUSG00000093866,Or6c1,11781
ENSMUSG00000093868,Gm20809,1908
ENSMUSG00000093871,Vmn1r253,924
ENSMUSG00000093877,Or6z1,9127
ENSMUSG00000093884,Or10h1,8411
ENSMUSG00000093890,Vmn1r127,918
ENSMUSG00000093895,Gm21865,3435
ENSMUSG00000093901,Or8c15,3866
ENSMUSG00000093903,Gm21454,5189
ENSMUSG00000093904,Tomm20,26537
ENSMUSG00000093910,Zfp853,20346
ENSMUSG00000093916,Gm379,1192
ENSMUSG00000093917,Vmn1r254,918
ENSMUSG00000093918,Rbmyf5,2719
ENSMUSG00000093920,Or4d2,5091
ENSMUSG00000093923,Gm5935,1514
ENSMUSG00000093927,Gm20918,1911
ENSMUSG00000093930,Hmgcs1,8314
ENSMUSG00000093931,Amy2a3,3717
ENSMUSG00000093934,Or8g2b,2951
ENSMUSG00000093938,Evi2b,2083
ENSMUSG00000093941,Vmn1r131,921
ENSMUSG00000093942,Or13a18,9897
ENSMUSG00000093945,Gm3543,2796
ENSMUSG00000093950,Gm20823,2387
ENSMUSG00000093954,Gm16867,6011
ENSMUSG00000093957,Esp3,1316
ENSMUSG00000093962,Msantd5f9,2240
ENSMUSG00000093973,Mrgpra2a,2576
ENSMUSG00000093979,Gm2237,2561
ENSMUSG00000093980,Or5p68,945
ENSMUSG00000093985,Gm10406,27178
ENSMUSG00000093986,Vmn1r120,918
ENSMUSG00000093987,Rbmyf7,3152
ENSMUSG00000093989,Rnasek,3079
ENSMUSG00000093993,Gm20736,3294
ENSMUSG00000093996,Spata31f1c,4128
ENSMUSG00000094001,Vmn1r122,918
ENSMUSG00000094004,Pramel3c,7680
ENSMUSG00000094010,Vmn1r119,924
ENSMUSG00000094011,Vmn1r94,918
ENSMUSG00000094012,Krtap12-22,553
ENSMUSG00000094018,S100a2,315
ENSMUSG00000094021,Gm3685,15883
ENSMUSG00000094024,Esp18,1257
ENSMUSG00000094025,Speer1g,1125
ENSMUSG00000094027,Tcstv6b,1286
ENSMUSG00000094035,Ldlrad2,2550
ENSMUSG00000094043,Pramel49,1848
ENSMUSG00000094052,Gm21118,1903
ENSMUSG00000094053,Scgb2b7,1037
ENSMUSG00000094063,Or51q1c,2124
ENSMUSG00000094065,Ccl21d,870
ENSMUSG00000094066,Spata31f1b,3927
ENSMUSG00000094076,Gm4767,6222
ENSMUSG00000094080,Or7a42,5349
ENSMUSG00000094081,Gm20826,5363
ENSMUSG00000094084,Tdpoz1,2322
ENSMUSG00000094085,Vmn1r114,966
ENSMUSG00000094091,Ankrd40cl,2180
ENSMUSG00000094098,Vmn2r44,3977
ENSMUSG00000094103,Fam177a2,15860
ENSMUSG00000094105,Speer1n,1632
ENSMUSG00000094112,9330182O14Rik,2476
ENSMUSG00000094113,5430401F13Rik,1216
ENSMUSG00000094116,Msantd5f5,1322
ENSMUSG00000094119,Or51aa2,5865
ENSMUSG00000094120,Krtap10-21,693
ENSMUSG00000094125,Cwc22rt1,3225
ENSMUSG00000094132,Gm3264,24990
ENSMUSG00000094133,Or5an9,3940
ENSMUSG00000094140,Or10g3,3024
ENSMUSG00000094144,Alyreffm17,2112
ENSMUSG00000094145,Vmn2r20,14366
ENSMUSG00000094146,Krtap12-21,363
ENSMUSG00000094149,Vmn1r252,921
ENSMUSG00000094151,Gm7233,8312
ENSMUSG00000094152,Slc6a16,4882
ENSMUSG00000094156,Sult2a7,3504
ENSMUSG00000094157,Gm7995,1365
ENSMUSG00000094163,Tdpoz5,1023
ENSMUSG00000094168,Gm21903,90
ENSMUSG00000094181,Gm21739,1764
ENSMUSG00000094182,Or8g23,3195
ENSMUSG00000094186,Gm1553,658
ENSMUSG00000094187,Vmn1r170,915
ENSMUSG00000094192,Or2f2,8473
ENSMUSG00000094195,Pramel44,1526
ENSMUSG00000094196,Magea3,963
ENSMUSG00000094197,Or5p54,933
ENSMUSG00000094200,Or2a14,9335
ENSMUSG00000094205,Speer1b,465
ENSMUSG00000094208,Vmn1r130,924
ENSMUSG00000094215,Alyreffm2,762
ENSMUSG00000094219,Calhm3,1044
ENSMUSG00000094221,Vmn1r124,924
ENSMUSG00000094237,Tcstv7a,1475
ENSMUSG00000094248,H2ac23,480
ENSMUSG00000094254,Or8g54,2533
ENSMUSG00000094258,Gm8159,2814
ENSMUSG00000094266,Or1j12,939
ENSMUSG00000094269,Or8g32,2892
ENSMUSG00000094271,Gm13290,968
ENSMUSG00000094273,Btbd35f17,1960
ENSMUSG00000094282,Cfap73,921
ENSMUSG00000094284,Vmn1r112,894
ENSMUSG00000094285,Or11g27,3139
ENSMUSG00000094294,Gm20909,1907
ENSMUSG00000094295,Or10u4,4893
ENSMUSG00000094298,Vmn1r241,924
ENSMUSG00000094305,Scgb2b20,523
ENSMUSG00000094307,Btbd35f28,1960
ENSMUSG00000094311,Rfpl4b,1054
ENSMUSG00000094314,Alyreffm4,914
ENSMUSG00000094325,Gm20831,3857
ENSMUSG00000094328,Tdpoz9,4558
ENSMUSG00000094336,Cwc22rt2,3225
ENSMUSG00000094338,H2bc13,381
ENSMUSG00000094347,Or6c208,4079
ENSMUSG00000094353,Or8g50,2806
ENSMUSG00000094362,Defa33,426
ENSMUSG00000094370,Gm3373,6110
ENSMUSG00000094378,Gm15097,3982
ENSMUSG00000094379,Vmn1r202,6350
ENSMUSG00000094380,Or8b1b,6130
ENSMUSG00000094385,Vmn1r123,924
ENSMUSG00000094391,Btbd35f29,1497
ENSMUSG00000094396,Vmn2r124,8140
ENSMUSG00000094399,Gm21477,2730
ENSMUSG00000094410,Zbed6,11850
ENSMUSG00000094422,Or5ac23,2640
ENSMUSG00000094426,Or5p6,3422
ENSMUSG00000094429,Gm19965,3030
ENSMUSG00000094430,Smbd1,696
ENSMUSG00000094439,Gm21969,4402
ENSMUSG00000094441,Zfp955a,5189
ENSMUSG00000094443,Sgo2b,7573
ENSMUSG00000094445,Ccdc179,3435
ENSMUSG00000094447,9430069I07Rik,2357
ENSMUSG00000094449,Or8g55,4125
ENSMUSG00000094460,Gm21560,2066
ENSMUSG00000094461,Or8b36,930
ENSMUSG00000094464,Or1j11,5797
ENSMUSG00000094475,Gm11007,2651
